steps,x,y,roll,distance_to_obj,laser
0,2.008099317550659,1.0000982284545898,-0.024238403886556625,3.8109940910559628,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9673555493354797, 0.4504152238368988]"
1,2.0161941051483154,1.0003869533538818,-0.04706954210996628,3.8139397007218436,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9739429950714111, 0.46337711811065674]"
2,2.024280309677124,1.0008573532104492,-0.06913408637046814,3.8167302400157617,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9859616160392761, 0.4765518307685852]"
3,2.0323543548583984,1.0015020370483398,-0.09021071344614029,3.8193713966607663,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9988650679588318, 0.6040245294570923]"
4,2.0404155254364014,1.0022945404052734,-0.10578272491693497,3.821887422869002,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9075026512145996]"
5,2.048468589782715,1.003164291381836,-0.10940985381603241,3.8243450349845225,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9088534116744995]"
6,2.0565185546875,1.0040631294250488,-0.11298401653766632,3.8267903802183687,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9102540016174316]"
7,2.0645651817321777,1.004990577697754,-0.11650325357913971,3.829223820811487,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9102743268013]"
8,2.072608709335327,1.005946159362793,-0.12002169340848923,3.8316459118698507,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9117140769958496]"
9,2.08064866065979,1.006929874420166,-0.12348368018865585,3.8340564798479306,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.913202702999115]"
10,2.0886852741241455,1.0079412460327148,-0.12688729166984558,3.8364560783851624,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9147395491600037]"
11,2.0967183113098145,1.0089797973632812,-0.1302306354045868,3.8388450634129248,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9163241386413574]"
12,2.104748010635376,1.010044813156128,-0.13351184129714966,3.8412242037944937,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9179554581642151]"
13,2.112774133682251,1.0111360549926758,-0.13672907650470734,3.843593635264608,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9196333885192871]"
14,2.1207966804504395,1.0122528076171875,-0.13988052308559418,3.845954024339521,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9213570356369019]"
15,2.1288158893585205,1.0133945941925049,-0.14296437799930573,3.848305920432111,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9231258034706116]"
16,2.136831521987915,1.0145606994628906,-0.1459788680076599,3.850649886590819,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9249389171600342]"
