steps,x,y,z,roll,pitch,yaw,distance_to_obj,lidar
0,2.0014732964861954,0.999546998257264,0.027118327168042505,-1.2376476941423463e-10,0.0007410420077260986,-1.2293744147936923e-06,3.808883468612666,"[0.99669706 1.         1.         1.         0.99495086 0.99362668
 1.         0.99471838 0.9657079  0.41776966]"
1,2.001621415785585,0.9995590899868452,0.0271697230564575,2.6269990580965187e-05,0.0013918033331762685,0.009340347333559767,3.808930747708552,"[0.99110324 1.         1.         1.         0.99720808 0.99161572
 1.         0.99715239 0.96146783 0.42006519]"
2,2.001648379974266,0.9995840465918653,0.027453995857714176,6.082215174709661e-05,0.002823796410052736,0.028595659937527614,3.808918442806766,"[1.         1.         0.99815738 0.99210432 1.         1.
 0.99901634 0.99333628 0.96886625 0.42248095]"
3,2.0015395868985952,0.9995979447251166,0.027145591170861096,0.0002120522083723833,0.004941838055644674,0.05174943576874826,3.8088627803579684,"[0.99306332 1.         1.         0.99933846 1.         0.9995117
 1.         1.         0.96695906 0.43709143]"
4,2.001155756827767,0.9995956249195498,0.027115096002078908,0.0003458445634348931,0.004537187416159981,0.07971269203228606,3.8087136142455638,"[0.99179576 0.99285463 0.9952939  1.         1.         0.99734219
 0.99984011 0.99638321 0.98444421 0.44704803]"
5,2.000659891949631,0.9996368728768208,0.02732696881265415,0.00046138686255480486,0.004938552651093565,0.11108239109933558,3.8084802918001084,"[0.99968783 1.         1.         0.99351031 0.99070987 1.
 0.99842797 1.         0.98579412 0.45846627]"
6,2.000281296727066,0.9996340390701429,0.027317952770041995,-0.002515689519433693,0.0045917643611753005,0.14371949567337428,3.8083337340292864,"[0.99545958 1.         0.99345139 0.99904368 1.         1.
 0.99485712 0.99611063 1.         0.48173694]"
7,2.0002662063747807,0.9996553028655618,0.027189597001684558,-0.002171619453019558,0.003459177835994288,0.17446001590791274,3.808308244975367,"[1.         0.99044787 0.99372341 1.         0.99014491 0.99337783
 0.99675184 0.99945748 0.99024717 0.53661831]"
8,2.0005868539019955,0.9997502603670505,0.027318470380094377,-0.001897339619650971,0.0016614425818637334,0.20693071532161633,3.8083472984884166,"[0.99099586 0.99702511 0.99863377 1.         1.         0.99045513
 1.         0.99732043 0.99138237 0.92123696]"
9,2.0012569047823314,0.9998466863990323,0.027734119120878538,-0.0011909050450582123,-0.0030722133128654365,0.23601237016366763,3.808522746796776,"[0.99753535 1.         1.         0.99984941 0.99973488 0.99831118
 0.99638979 0.99415165 0.99073045 0.91883176]"
10,2.0021680419503673,1.0001179111661385,0.027520064437647315,-6.0849191923894894e-05,-0.00809661852227786,0.2628343238776835,3.8086327549393726,"[1.         0.99283319 0.99582549 0.99790828 0.99784867 0.99607984
 1.         1.         0.99462961 0.91758252]"
11,2.003452961240425,1.0004785939495513,0.027650400422492373,0.0004479441934723053,-0.014118751204516958,0.2861562290912663,3.8088083278195968,"[0.99558137 0.99019789 0.99840488 0.99188384 0.99394932 1.
 1.         0.99482638 1.         0.93500091]"
12,2.004836225293462,1.0009446586039763,0.027604164936386753,-0.0021212345613008097,-0.02005352833879422,0.30482909955159965,3.808926403477431,"[0.99756307 0.99966034 1.         0.99034674 1.         1.
 1.         0.99098488 1.         0.93605116]"
13,2.00680289289358,1.001594617321346,0.0274202309010207,-0.0010745239861894062,-0.027223541723738937,0.3210313166609882,3.8091068742669116,"[0.99198291 1.         1.         0.99488408 0.99376899 0.9911536
 0.9919049  0.99105376 1.         0.94162766]"
14,2.0092034635166227,1.002395069898498,0.027560580882326557,-0.00048560984705077497,-0.03561317881503453,0.33363413092801614,3.8093221629787237,"[0.99016826 1.         0.99280802 1.         1.         0.99927013
 0.99565755 1.         0.99831145 0.95154335]"
15,2.0118558791378662,1.0033891819537881,0.027587676234894873,-0.002972875191916836,-0.03525469326695724,0.3456125593924176,3.809461302095288,"[0.99285035 0.99227148 1.         1.         0.99608285 1.
 1.         0.99461412 0.99606764 0.94960336]"
16,2.014911101191894,1.0044831483858176,0.02732672774474646,-0.0015211180368533289,-0.03277390381417616,0.35460324728415094,3.809671075622299,"[1.         0.99258491 0.99207336 0.99022513 0.99556181 1.
 1.         0.99010933 1.         0.96816816]"
17,2.018381732693286,1.0057606786403692,0.027411463426625735,-0.0008166864636767283,-0.0313643677304761,0.3596168325692873,3.809880775183454,"[1.         0.99032448 0.99851077 0.99840685 1.         0.99400798
 1.         1.         1.         0.96908282]"
18,2.0223096102797418,1.0072250098015525,0.02772185152559854,-0.00020860947011490255,-0.03174557753408945,0.3599816674030684,3.8101054685803417,"[1.         1.         0.99248805 0.99835527 1.         0.99985901
 0.99889063 0.99301353 1.         0.9755023 ]"
19,2.0263598893744788,1.0087274003988391,0.027415679826979834,0.0005260285405245669,-0.029275178809856927,0.3599207153243346,3.810348917962385,"[1.         1.         1.         1.         0.9982999  1.
 0.99703275 0.99068124 0.99703588 0.97252493]"
20,2.0304298623600783,1.0102432126691006,0.0274061841379557,0.0010576176595822357,-0.026335553715218167,0.35990183323116687,3.810592867038615,"[0.99068387 1.         1.         0.99862865 1.         1.
 0.99689972 1.         0.99970006 0.97259542]"
21,2.0344929500685627,1.0117586912123893,0.027629928008462982,0.0015273219053253309,-0.02341246447837348,0.3599219944495435,3.810839283168791,"[1.         0.9962048  1.         0.99138902 0.9970105  0.99410145
 0.99507785 0.99827939 0.99392177 0.97904724]"
22,2.038522536913088,1.0133656655567,0.027571428045807596,-0.0015276963220534083,-0.020209108958523295,0.3599818350131403,3.8109933847631328,"[1.         1.         1.         1.         1.         0.99224819
 0.998104   1.         1.         0.96650204]"
23,2.0426161918131416,1.014884655197538,0.027410074217717174,-0.0008209021988106947,-0.01638712514171432,0.35997292825531213,3.81125880541084,"[0.99575936 0.99348227 1.         1.         0.99836548 1.
 0.999772   0.99618755 0.99528706 0.96815095]"
24,2.0467173298194266,1.0164078966212435,0.027489228565035398,-0.00013132013060665799,-0.012279406426541196,0.3599712110379984,3.8115283602626606,"[1.         1.         1.         1.         1.         1.
 1.         0.99497234 1.         0.97757105]"
25,2.050802010801179,1.017927676172663,0.02778817150532172,0.00048433279491578817,-0.008375744069942487,0.3600048290801378,3.81179938415826,"[1.         0.99957844 0.99120349 0.99001157 0.99006123 0.99404195
 0.99657754 0.99747096 1.         0.98703511]"
26,2.054877297686787,1.0194462118014056,0.027400698689548406,0.0009488978931265716,-0.0036595607960739586,0.35952326389769906,3.812072675514641,"[1.         0.99652243 1.         1.         0.99636905 1.
 1.         0.99032146 1.         0.97104309]"
27,2.059004280612758,1.0209805875470455,0.02735388775194429,0.0015202682879549086,0.0014776135328229355,0.359518412405062,3.8123575933001623,"[1.         1.         0.99592361 1.         0.99111444 1.
 1.         0.99392068 1.         0.99100584]"
28,2.063128686662289,1.0225159549634428,0.02753873924773123,0.002027632206072566,0.0066515239139328655,0.3595515088696823,3.8126456135537157,"[0.99868561 0.99044776 0.99257185 0.99795839 1.         1.
 1.         0.99505075 0.9982253  0.97692566]"
29,2.0670509023346004,1.0240820505276467,0.027425689897226695,-0.0010705441336985218,0.005702511081838436,0.3595470746013855,3.8128275756938934,"[1.         1.         1.         1.         0.99016382 1.
 1.         1.         0.99845444 0.98331926]"
30,2.0710085034733354,1.0255484613981232,0.027253260754032626,-0.0003577998174218505,0.004308892137886708,0.3595435824198224,3.813119616807015,"[0.99694838 1.         0.99972155 0.99259211 0.99019442 1.
 1.         1.         0.99493066 0.99496122]"
31,2.074973586613293,1.0270203213226654,0.027343147822969968,0.00027300881677065446,0.003186865027087183,0.3595544629878009,3.8134144342092244,"[1.         0.99168922 1.         1.         1.         1.
 0.99792879 0.99080064 1.         0.99441982]"
32,2.078918367404183,1.028487435790874,0.02767814886038208,0.0008285243484238697,0.0017865550585499134,0.3596031679396994,3.8137098335332373,"[1.         1.         1.         1.         0.99937406 0.99743344
 0.99894437 1.         0.99294382 0.99909686]"
33,2.0828854901919223,1.0299655809069148,0.027414973189183185,0.0012723989959998723,0.0010457295337852172,0.3595656565270748,3.8140090908059996,"[1.         1.         1.         1.         1.         0.99167296
 0.99554984 1.         0.99834008 0.99141728]"
34,2.086869054805013,1.0314479820334772,0.027437823679136632,0.001784794217235528,0.0006890346729474798,0.3595661248279147,3.814315993521957,"[1.         0.99203258 0.99645521 0.99355302 0.99558985 1.
 1.         0.99648417 0.99358547 0.98934999]"
35,2.090841504691803,1.0329280993711398,0.02769879320647855,0.002236009426313808,0.00019958810925750297,0.3596045262682706,3.8146250480460457,"[0.99681734 1.         1.         1.         1.         0.99314465
 1.         1.         0.99713481 0.98767786]"
36,2.0947751333639437,1.0345107854919395,0.027618364031461326,-0.001278435554955501,-0.00015363673180191035,0.3595593067176179,3.8148293830612765,"[0.99825001 0.99739861 0.99635238 0.99217505 0.99812273 0.99384845
 0.99270609 1.         1.         0.9987982 ]"
37,2.09877741659402,1.03599126247883,0.02752223721635305,-0.00046930152154058664,-2.5889868710887963e-05,0.35956946575972737,3.815159991590662,"[1.         1.         1.         0.99588838 1.         0.99535175
 0.99183275 0.9907812  1.         0.99200632]"
38,2.102774112796663,1.0374750530235186,0.027686055229210253,0.0001734870028356863,0.0001764229462446457,0.35959360542900404,3.815489990169757,"[1.         0.99094092 1.         0.99666458 0.99030809 1.
 1.         0.99287989 1.         1.        ]"
39,2.106738955156412,1.0390407894287497,0.027644747875738764,-0.0023658289187526863,0.0006848135727181248,0.3596028882256739,3.8157369835007087,"[1.         0.99197168 1.         0.99046152 0.99473387 0.99618052
 0.9931963  0.99224599 0.99253996 0.99027022]"
40,2.1107569804892465,1.0405040837865387,0.02736359432634819,-0.0008026116223201629,0.0018377145940163449,0.35951886175880715,3.816104040050854,"[0.99181993 1.         0.99107214 1.         1.         1.
 0.99916764 0.9914125  1.         1.        ]"
41,2.1147875076085563,1.0419980001501778,0.027446883623239198,-8.71858129205063e-05,0.0032282909135777265,0.359528530814104,3.816453396242907,"[0.9965647  0.9912783  1.         1.         1.         0.9925534
 0.99009018 0.99323151 1.         0.99065864]"
42,2.1188006943923523,1.0434884428042117,0.027757071960019215,0.0005435298746502291,0.004377141853283526,0.3595756737050442,3.816803352701474,"[0.99718421 0.9985935  1.         1.         1.         0.9983927
 1.         0.99724957 0.99971211 1.        ]"
43,2.122802979183149,1.0449783528527063,0.027427814752247103,0.0009559737362930455,0.006315683930582739,0.3591484278541167,3.8171539255710005,"[1.         1.         0.99900857 0.99538771 1.         0.99460909
 1.         0.99543978 0.99870772 0.99432988]"
44,2.126793842436732,1.0464595204490472,0.02742314867639414,0.001538472642136329,0.006181600967159844,0.35914721788919485,3.817512285466426,"[0.99545039 0.99235994 1.         0.99077764 1.         1.
 0.99747876 1.         0.99989993 0.99260579]"
45,2.130775592880997,1.0479393033507212,0.027658585058387402,0.002053080097067408,0.0059677812975478806,0.35918639255760554,3.817872717585943,"[1.         0.99709237 0.99614899 0.99986808 0.99085448 0.99806291
 0.99366511 0.99798042 0.9985143  0.99216081]"
46,2.1347207995893354,1.0495192899195502,0.027572526968127318,-0.0012875673998385532,0.005943007083796063,0.3591441537237492,3.8181316403769108,"[0.99958751 1.         0.9987948  0.9988693  0.99188626 1.
 1.         0.99224081 0.99287756 0.99063173]"
47,2.1387374100493113,1.0510042909204327,0.027459682138663934,-0.0005121565325061433,0.006440381753845356,0.3591898879575321,3.8185117127415484,"[0.99013989 0.99725627 0.99339201 0.99432806 0.99386706 0.993037
 1.         1.         1.         0.99712994]"
48,2.142747895099687,1.0524898207938187,0.027596445823110976,0.00018428151458028128,0.007088426172526135,0.3592126286887164,3.8188934369244567,"[0.99737552 1.         1.         1.         0.9932666  0.99178163
 0.99522923 0.99606812 0.99304952 1.        ]"
49,2.1466921303079087,1.0540401388275242,0.027552036124642174,-0.0021557989039207564,0.006677527083867526,0.3592235106187136,3.8191928907597514,"[0.99362688 1.         1.         1.         1.         1.
 1.         0.99369179 1.         1.        ]"
50,2.150612603141645,1.0554712180389956,0.027304327997354157,-0.000883823426346567,0.004690037544434854,0.3590630056992989,3.8195942841364445,"[0.9917492  0.99339524 0.99579642 0.99380311 1.         1.
 0.99821399 0.99284048 1.         1.        ]"
51,2.1545625792092507,1.0569319028435464,0.027380862735469084,-0.0001383782387015402,0.002918231456605558,0.35907359221936946,3.8199862892654646,"[0.9987934  1.         0.99644342 1.         1.         1.
 1.         0.99827608 0.9924781  1.        ]"
52,2.1584945229000025,1.0583890655555361,0.027691903412992196,0.0005168896512743473,0.0009148991494056577,0.3591207079450865,3.820378241297189,"[1.         0.99320513 1.         0.99259829 1.         1.
 0.99419495 0.99724451 0.99326346 1.        ]"
53,2.162446040801545,1.059848357845944,0.027439780733911467,0.0011247990510443635,-0.00039533597169423367,0.3591458364757466,3.820781354591228,"[1.         1.         1.         0.99360732 0.99741977 0.99849132
 1.         1.         0.99913058 0.99033946]"
54,2.166417326915361,1.061320123420959,0.027453890369961053,0.0017768711566695252,-0.0013030044073197157,0.35914149267873,3.8211864650960683,"[0.99027039 0.99623601 0.99638249 0.99036494 1.         1.
 1.         0.99164007 1.         0.99370916]"
55,2.170377560001361,1.0627901688885515,0.027707829859385972,0.002348852428938523,-0.0023268376160107502,0.3591820812813342,3.821592942222561,"[0.99909495 1.         1.         1.         0.99806569 0.99563862
 1.         1.         0.9927366  0.99965954]"
56,2.1743000884951673,1.064364682485879,0.02761796934754097,-0.0010921292177178078,-0.003206339089876715,0.359150690322929,3.821893617211929,"[0.99489334 1.         0.9973429  1.         0.99329884 0.999261
 0.99876447 0.99381322 1.         0.99298803]"
57,2.178293094337781,1.0658387416266197,0.02752932790689065,-0.00024566639512039844,-0.003602030331774433,0.35918452514679744,3.8223201408325966,"[1.         1.         1.         1.         0.99809693 0.99289583
 0.99536786 1.         0.99225621 0.99901535]"
58,2.182278370208595,1.0673132450931062,0.027691477951502567,0.0005047430168804632,-0.0039043850300036257,0.3592112781797372,3.8227475553827652,"[1.         1.         0.99383738 1.         1.         1.
 0.99509579 0.99779431 0.99104633 0.99891194]"
59,2.1862318230744693,1.0688731265424478,0.02763813778762395,-0.0020382943614077036,-0.0039039373648616714,0.3592284109880763,3.823088984435446,"[1.         1.         0.99763752 0.99582439 0.99299708 1.
 0.99199142 1.         1.         1.        ]"
60,2.1902441892412354,1.0703320131079512,0.027383545566181153,-0.0005220078116933384,-0.0032732595440960687,0.3591737370767596,3.8235517414540006,"[0.99492052 1.         1.         1.         0.99991215 1.
 0.99725863 0.9991955  1.         0.99385882]"
61,2.1942632544114575,1.0718166410670316,0.027469899915838404,0.00030647780873316403,-0.002385517833935779,0.3591859305454701,3.8239991001193805,"[1.         0.99841771 1.         0.99597124 1.         1.
 1.         1.         1.         1.        ]"
62,2.198261608084983,1.073296980125278,0.027800916713293513,0.0010395612925430497,-0.0017808555583915349,0.3592445910578531,3.8244458521351734,"[1.         0.99599082 1.         0.99033746 1.         1.
 0.99332551 0.99896208 1.         0.99329918]"
63,2.202277464075487,1.074800581251097,0.027450609011010093,0.0011879298095160717,-0.0005333150117461461,0.359193454370477,3.824884262679996,"[0.99123432 0.99124743 0.99696006 1.         0.99147904 1.
 0.99379885 1.         0.99026221 1.        ]"
64,2.2063155696425585,1.0762960908545243,0.027455063344651212,0.0018929008621052614,0.001133655968450505,0.35919096544931856,3.825344596334116,"[1.         1.         1.         0.99590812 0.99716988 0.99720514
 0.99048706 1.         0.99802677 1.        ]"
65,2.210344450515849,1.0777907156874025,0.027694603219430583,0.002511055666924113,0.002710360829969637,0.3592376780895142,3.8258063888604847,"[1.         0.99264955 1.         1.         0.99672696 1.
 0.99457786 0.993991   1.         0.99405906]"
66,2.214335069152882,1.0793941665455447,0.027565992145799766,-0.001035996441694595,0.004467373594232744,0.3592069016046818,3.8261585169971806,"[0.99123044 0.99958284 1.         0.99157076 1.         0.99941144
 0.99886839 1.         0.99091452 0.99355817]"
67,2.218393032058309,1.0808911668419736,0.027436784948141682,-0.0001415962883283814,0.0067975584998201475,0.35919724163700306,3.82664080174842,"[0.99389925 0.99437705 1.         0.99463086 0.99296857 0.99809712
 1.         0.99854424 0.99733594 1.        ]"
68,2.2224082711758277,1.082375619415039,0.02755608242444566,0.0006494172948355641,0.007595897698418947,0.3592243075588431,3.8271198909079973,"[0.99755739 1.         1.         1.         0.99709169 1.
 0.9915256  0.99683946 1.         0.99955665]"
69,2.2263475746153287,1.0839234899947094,0.027490753034103213,-0.0016666722547051458,0.006956472477868592,0.35924600501829657,3.8275128570117376,"[1.         0.99356362 1.         1.         0.99254411 0.99079845
 1.         1.         1.         1.        ]"
70,2.2302786416724607,1.085365862658498,0.027280284546116928,-0.0006680885838421042,0.005199493335279652,0.359124168763551,3.8280008450529164,"[1.         0.9915686  1.         0.99256194 1.         0.99887736
 1.         0.99556645 0.99711475 0.99102227]"
71,2.2342369333062524,1.0868263421019382,0.0273381474082591,0.00019594370492068822,0.0037211466769635406,0.35913375613178156,3.8284895402511827,"[0.99951373 1.         0.99036907 0.99794724 0.99417046 0.99437789
 1.         1.         1.         1.        ]"
72,2.2381773233183777,1.0882838581761334,0.02765001028176378,0.0009569594950962643,0.002015275761706373,0.35919467001122357,3.8289773360102,"[0.99451528 1.         0.99006309 1.         0.99968701 0.99601586
 1.         1.         0.99749726 1.        ]"
73,2.2421388296547877,1.0897507270584572,0.02737160485270719,0.0016470533937459598,0.0010188468547221068,0.3591404015988342,3.829470956331863,"[1.         1.         0.99406611 0.99847978 0.9909486  0.99518749
 0.99373614 0.99886351 1.         0.99669053]"
74,2.2461193561263166,1.0912247333399765,0.02737619929514817,0.0023390080839996307,0.0004521917212079824,0.3591323794731804,3.8299714913341187,"[0.99583838 1.         1.         1.         1.         0.99233008
 0.99237184 0.99528724 0.99508449 0.99399814]"
75,2.250089854634574,1.0926975330057362,0.027620791506651345,0.0029424330597310113,-0.00019737196897322995,0.35917411985613024,3.8304731562667373,"[1.         1.         0.99808502 1.         1.         0.99558278
 0.99424643 0.99781464 0.99079682 1.        ]"
76,2.254024021866053,1.094275310044374,0.027524846013741378,-0.00046243410624367267,-0.0006726724690508395,0.35914915124854213,3.8308694748133236,"[1.         0.99665666 1.         0.99296603 0.99218223 1.
 0.99246206 1.         0.99536054 0.99581255]"
