steps,x,y,z,roll,pitch,yaw,distance_to_obj,lidar
0,1.0011662456065444,1.0009779003963677,0.04684443089443036,1.3322675497850833e-19,2.749091102893856e-21,1.0,4.999022235643118,[1. 1.]
50,1.001166601174203,1.000978454026016,0.04390312199216057,-5.753523398227784e-07,-0.0019066865275476179,1.0000007462937142,4.99902168209645,[1. 1.]
100,1.0011669591694103,1.0009790114365384,0.03998233963779622,-1.1566724027311342e-06,-0.0038281920560804023,1.000001499513804,4.9990211247695,[1. 1.]
150,1.0011673195809574,1.0009795726104858,0.0350827445244117,-1.7440417975258934e-06,-0.005764505660109276,1.000002259709567,4.999020563679713,[1. 1.]
200,1.001167682397519,1.0009801375302274,0.029205073572002783,-2.33754347785599e-06,-0.0077156163985343425,1.000003026931254,4.999019998844722,[1. 1.]
250,1.0021999834861512,1.0018519515786366,0.027747564399829058,2.883122461384682e-07,-0.012892931491526118,0.9998956675466415,4.998148532593406,[1. 1.]
300,1.003671102977098,1.0031404420632817,0.02773073455603019,7.240246645738212e-07,-0.019563471912637784,0.9997480057285014,4.996860906483249,[1. 1.]
350,1.0053182570236072,1.0046061036931824,0.02773481136846319,1.1884706617115372e-06,-0.026871263536593155,0.9995850858658086,4.995396727299762,[1. 1.]
400,1.0071359014654344,1.0062545701943846,0.027761203201165447,1.7123935935163187e-06,-0.03483166493071795,0.9994086782205283,4.993750528289754,[1. 1.]
450,1.0089604046671192,1.0078727712635076,0.027800330501743475,1.463455644030124e-06,-0.03477286027902889,0.9992700687201098,4.992135270277048,[1. 1.]
500,1.0109287914062015,1.009648151777455,0.02781298496763091,1.2214775948717004e-06,-0.034540397258112594,0.9991252307214338,4.990363815148127,[1. 1.]
550,1.0130368702429366,1.0115855580637672,0.027800919871217987,9.753115964253706e-07,-0.03414542509890984,0.9989766072573335,4.988431477378807,[1. 1.]
600,1.0152797927877681,1.0136896844728518,0.027765070785986643,7.171899390835626e-07,-0.033593057508670636,0.9988267627145307,4.986333726777629,[1. 1.]
650,1.017652370667817,1.015965511473728,0.02770681128173486,4.644312642564347e-07,-0.03289183040662635,0.9986782985196304,4.984065748865031,[1. 1.]
700,1.020148991865177,1.0184181169069186,0.027627579588350645,2.1820154906980644e-07,-0.032050987318457055,0.9985338514750377,4.981622631215094,[1. 1.]
750,1.022763140247286,1.021051980691687,0.027527107731804546,-2.0748763542800745e-08,-0.031066888473395293,0.9983961880050577,4.979000054180366,[1. 1.]
800,1.025487917621442,1.0238717590574873,0.02740551418599187,-2.507336359531233e-07,-0.02993898553082756,0.998268039869238,4.9761935155548676,[1. 1.]
850,1.0283162658473972,1.0268825138361548,0.0272640701021786,-4.6876205195708735e-07,-0.028675658858915543,0.9981519868075194,4.973198100025791,[1. 1.]
900,1.031240236623001,1.0300886943616065,0.027102605166457964,-6.711228385832013e-07,-0.02727439750234038,0.9980506100567379,4.970009490765242,[1. 1.]
950,1.0342518201975275,1.0334952229230547,0.026922485798489902,-8.50279895141598e-07,-0.02574452794540136,0.997966165649554,4.966622885615029,[1. 1.]
1000,1.0373423737525538,1.0371065649420694,0.026724370656456324,-9.922753948655875e-07,-0.024090066553584137,0.9979006703738037,4.963033920961913,[1. 1.]
1050,1.0405028542760457,1.0409271830507771,0.026509387887693244,-1.1353706702961721e-06,-0.02231876378839181,0.9978556784685823,4.959238216199057,[1. 1.]
1100,1.0437240525280993,1.044961171859061,0.026278644112453783,-1.2285087000063608e-06,-0.02043817088236934,0.9978320589831898,4.955231738390629,[1. 1.]
1150,1.0469962778168906,1.0492115787423133,0.026031614707293184,-1.2676693193763907e-06,-0.01844352243875866,0.9978298341641055,4.951011476677046,[1. 1.]
1200,1.050309755131717,1.053681279331051,0.0257682007599913,-1.2459273748283552e-06,-0.016333361535444072,0.9978476238325056,4.94657456811292,[1. 1.]
1250,1.0536552238789145,1.0583731534509706,0.025489373568815078,-1.149008041900234e-06,-0.014114463303806281,0.9978817326756518,4.941918126960786,[1. 1.]
1300,1.0570229623332605,1.063289179192491,0.025194845410752315,-9.858688858620852e-07,-0.011784057774629986,0.9979244262830558,4.937040140257238,[1. 1.]
1350,1.0602443015926444,1.067916801426739,0.02520255958694091,0.00027637902592727545,-0.011764431542537793,0.9979580083830393,4.932451120236575,[1. 1.]
1400,1.0633527116726884,1.0723231251605327,0.025209547931082203,0.0007674377949433122,-0.011746382933120351,0.998004344501222,4.928084105299335,[1. 1.]
1450,1.0663487848928832,1.0765080742992694,0.02521585708535107,0.0014714544315633767,-0.011729787277550759,0.998062398083918,4.923938962222933,[1. 1.]
1500,1.0692335790497154,1.08047133679499,0.025221528311976625,0.0023867281064611167,-0.011714530232416982,0.9981309740769787,4.920015808568475,[1. 1.]
1550,1.0720084831933374,1.0842124382856237,0.025226597649950906,0.0035109566473307905,-0.011700506117599551,0.9982087802354445,4.916314938402296,[1. 1.]
1600,1.075017416697631,1.08831702479958,0.02598738810791531,0.0032299257934648756,-0.013398916024112117,0.9984938009015928,4.912255822092496,[1. 1.]
1650,1.0781272051741473,1.0926216407931904,0.026674337925515275,0.0029713656037588057,-0.015985456119931563,0.998781021130357,4.908000226222452,[1. 1.]
1700,1.0813139388006985,1.0971395157295711,0.027299505999468805,0.002733472642592543,-0.019452240646344463,0.9990693912612526,4.903534733726656,[1. 1.]
1750,1.0845486968633782,1.1018807025343593,0.02787294314217061,0.002514640214952994,-0.02377600298419483,0.9993340433080218,4.898848960148353,[1. 1.]
1800,1.0877678357766012,1.106786846941385,0.028157564524044557,0.0005609766719911097,-0.028654407251396678,0.9996858497623684,4.894000220092225,[1. 1.]
1850,1.091009329410176,1.1118594563944304,0.028239222307167928,2.871857134912931e-07,-0.034167741822149204,0.9997009263535351,4.888987693999673,[1. 1.]
1900,1.0943032810079725,1.1169434174142516,0.028261395859989245,3.5864076466149594e-07,-0.03432472105653558,0.9997823651043038,4.883967106517291,[1. 1.]
1950,1.0976416613494553,1.1221395191950851,0.02824786338914406,3.8767745153363383e-07,-0.03421002874807173,0.9997810915899753,4.8788376447909645,[1. 1.]
2000,1.1009810013859875,1.1273375333531148,0.028240730705168814,6.786265005977929e-08,-0.03414506702386484,0.9997805242170766,4.873708718882389,[1. 1.]
2050,1.1043220877472064,1.1325382597265106,0.0282223418476242,-5.773566888146809e-08,-0.03399495590862363,0.9997799596804471,4.868579555786077,[1. 1.]
2100,1.1076636425407689,1.1377397354757348,0.028211464366246167,-1.8775371529477064e-07,-0.03390299370686025,0.9997794278398172,4.86345210112084,[1. 1.]
2150,1.1110064678849993,1.1429431911675205,0.028196937626372976,-3.1220468798491123e-07,-0.03378386487591368,0.999778905085896,4.858325151751193,[1. 1.]
2200,1.114202622227949,1.1480380397018735,0.027913329154084482,0.0003374690147250107,-0.031135696789577852,0.9997883062889777,4.853305791221461,[1. 1.]
2250,1.1171688394524868,1.1529576277574005,0.027788902156357972,-0.0006996998073348954,-0.027299853310957013,0.9996012899220772,4.848458342118019,[1. 1.]
2300,1.1199207517660186,1.15769453957455,0.027798084312475175,0.0006198412633551115,-0.022623749427817405,0.9996995411372153,4.843790164609762,[1. 1.]
2350,1.1224937877914682,1.1622798807254158,0.02774937351651602,-0.0009106862405515261,-0.016871986221827888,0.99943392038925,4.839270676505045,[1. 1.]
