steps,x,y,z,roll,pitch,yaw,distance_to_obj,laser
24,3.1926846887012563,3.99913166687553,0.02749744558478376,0.0036560354185109054,-0.008024963059280518,-0.013558715363230245,1.5569952430607383,"[1.         0.93436813 0.95188172 1.         1.         1.
 1.         1.         1.         1.        ]"
25,3.200886547044395,3.9989787428771995,0.02723514086114846,0.005036255668535427,-0.0064771301414164074,-0.016574869339803032,1.563384807423918,"[1.         0.93436813 0.95188172 1.         1.         1.
 1.         1.         1.         1.        ]"
26,3.209085018375688,3.9989947187686723,0.027122749003491764,-0.00032384864044943953,-0.004646569689094465,-0.019542281260550978,1.569680908565033,"[1.         0.91468731 0.96127756 1.         1.         1.
 1.         1.         1.         1.        ]"
27,3.217236077589219,3.9988112741535806,0.027404329058571375,0.0005220078958488491,-0.002591492536785761,-0.022493465517977314,1.5760845578035347,"[1.         0.91468731 0.96127756 1.         1.         1.
 1.         1.         1.         1.        ]"
28,3.225433202027542,3.9986236662492582,0.027125367244183275,0.00033447742203246005,-0.0001266324395810203,-0.02573299279918092,1.582542604300924,"[1.         0.91468731 0.96127756 1.         1.         1.
 1.         1.         1.         1.        ]"
29,3.233614593999324,3.998274632899569,0.027195908375610655,0.005415093664750233,0.0026640492299204676,-0.028899387760614202,1.589106251205567,"[1.         0.91468731 0.96127756 1.         1.         1.
 1.         1.         1.         1.        ]"
30,3.241821721666354,3.9980939223210754,0.027353943792975812,0.0031465323816144987,0.00546673545694409,-0.03221638443090815,1.5955992532250556,"[1.         0.89768897 0.95618543 1.         1.         1.
 1.         1.         1.         1.        ]"
31,3.249852921808409,3.9979179990319733,0.026957662002563536,2.662768262125618e-05,0.0022875775682052123,-0.03541726146029551,1.6019677471213647,"[1.         0.89768897 0.95618543 1.         1.         1.
 1.         1.         1.         1.        ]"
32,3.2578321598595155,3.9975537439955,0.027008524928417824,0.0025866041332115435,-0.0003125557695026462,-0.0391736196960236,1.608427877946131,"[1.         0.89768897 0.95618543 1.         1.         1.
 1.         1.         1.         1.        ]"
33,3.2658222560933625,3.9971973206913254,0.026568377035632647,0.003804908714547967,-0.002149820283722795,-0.043070503460419476,1.6149053215745952,"[1.         0.89768897 0.95618543 1.         1.         1.
 1.         1.         1.         1.        ]"
34,3.2737996712695714,3.996837423763503,0.027195902570693587,0.004423740876978305,-0.004321069807906571,-0.046836664193239654,1.6213885274319395,"[1.         0.88299142 0.95271261 1.         1.         1.
 1.         1.         1.         1.        ]"
35,3.2818011696323803,3.996473361919029,0.027293634985862104,0.0038348869859565616,-0.00634854989540173,-0.050684468869286195,1.6279066164276852,"[1.         0.88299142 0.95271261 1.         1.         1.
 1.         1.         1.         1.        ]"
36,3.289759316716915,3.9961097871893525,0.026867615997185762,0.0019029629349747077,-0.00753247437568585,-0.054949589272608484,1.6344034552200049,"[1.         0.88299142 0.95271261 1.         1.         1.
 1.         1.         1.         1.        ]"
37,3.297716825044184,3.9955782758723157,0.026893353024411187,0.005230429067488946,-0.008285733119229248,-0.05919253544448053,1.641015526405033,"[1.         0.88299142 0.95271261 1.         1.         1.
 1.         1.         1.         1.        ]"
38,3.3056866198499844,3.9951966120926423,0.027077629966215856,0.001621730789488528,-0.008997083852830979,-0.06365471469761805,1.6475580103915557,"[0.97184169 0.87029361 0.95540348 1.         1.         1.
 1.         1.         1.         1.        ]"
39,3.3136299382095373,3.9946511800674473,0.027637049211919503,0.003134776564292551,-0.009947278906226459,-0.06782300233566632,1.6541916044703433,"[0.97184169 0.87029361 0.95540348 1.         1.         1.
 1.         1.         1.         1.        ]"
40,3.3214937289914572,3.9941288827358044,0.02756715477408277,0.0024600982333982443,-0.010343528206711076,-0.07310899176367423,1.6607595793220848,"[0.97184169 0.87029361 0.95540348 1.         1.         1.
 1.         1.         1.         1.        ]"
41,3.3293638924632636,3.993590163401087,0.027077115528563126,0.0004945954823661295,-0.010047772638256167,-0.07838735693137458,1.6673539269717543,"[0.97184169 0.87029361 0.95540348 1.         1.         1.
 1.         1.         1.         1.        ]"
42,3.3372294894083914,3.9928759745569153,0.02711431211287925,0.003879883471447014,-0.00933752643999119,-0.08359110890215654,1.674061381780283,"[0.94407155 0.85896777 0.96269974 1.         1.         1.
 1.         1.         1.         1.        ]"
43,3.345106597453188,3.9923226517514876,0.027306571273342305,0.00021862875618107837,-0.008633758164623922,-0.08909453892246791,1.6806919398525262,"[0.94407155 0.85896777 0.96269974 1.         1.         1.
 1.         1.         1.         1.        ]"
44,3.352862616617093,3.9916001631977736,0.02789178762030224,0.0014650828869036327,-0.007911606617292484,-0.09511113531225474,1.6873373967001395,"[0.94407155 0.85896777 0.96269974 1.         1.         1.
 1.         1.         1.         1.        ]"
45,3.3606433368644852,3.9908960805336595,0.027853531074847074,-0.00016943031083481612,-0.0071329106153938966,-0.1012860964231914,1.6940014788765834,"[0.94407155 0.85896777 0.96269974 1.         1.         1.
 1.         1.         1.         1.        ]"
46,3.368298985861618,3.990166568442732,0.027468703643286248,-0.002615538173164059,-0.0054066656136520595,-0.10744976110010362,1.7005898018630654,"[0.9130415 0.8515304 0.9769563 1.        1.        1.        1.
 1.        1.        1.       ]"
47,3.375951745146194,3.9892708929622045,0.02753949578055587,-0.000269355353988587,-0.0033803540431842777,-0.11346777772709044,1.7072833779968326,"[0.9130415 0.8515304 0.9769563 1.        1.        1.        1.
 1.        1.        1.       ]"
48,3.3835372472463723,3.9883795173316487,0.02719773144643114,1.7185093969340226e-05,-0.0004273091151860483,-0.12022027287818748,1.7139286202967197,"[0.9130415 0.8515304 0.9769563 1.        1.        1.        1.
 1.        1.        1.       ]"
49,3.39123336153292,3.987323836083427,0.027328796057330546,0.004594783863802617,0.002412028389821569,-0.126784704081564,1.7207682235580057,"[0.9130415 0.8515304 0.9769563 1.        1.        1.        1.
 1.        1.        1.       ]"
50,3.398959652340143,3.9864172993886515,0.027554427842003692,0.00153562819344528,0.005071528845710715,-0.1338280198842612,1.7275526040772964,"[0.88777947 0.85032622 0.99886129 1.         1.         1.
 1.         1.         1.         1.        ]"
51,3.4066905607907083,3.9855052745042356,0.027329877284502157,-0.00323045434209729,0.008069722449365628,-0.14080203977001768,1.734352294626557,"[0.88777947 0.85032622 0.99886129 1.         1.         1.
 1.         1.         1.         1.        ]"
52,3.4142079728013206,3.9844323995970923,0.027613779513126588,-0.0030177520194970345,0.009979422335060821,-0.1477262714732861,1.7410806245900678,"[0.88777947 0.85032622 0.99886129 1.         1.         1.
 1.         1.         1.         1.        ]"
53,3.4216097459998687,3.9833480113078563,0.0273868213242464,-0.004018037365307728,0.00792693981160541,-0.15471669736595198,1.7477286791814974,"[0.88777947 0.85032622 0.99886129 1.         1.         1.
 1.         1.         1.         1.        ]"
54,3.428988267048638,3.9821127411720485,0.0276177235764991,-0.0011413896629448252,0.005931054780618343,-0.1613913316005006,1.7544520338404666,"[0.86407365 0.84614442 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
55,3.4363861656556867,3.9808852847669693,0.02753151019832949,-0.00076241070748991,0.0043004814365652354,-0.16826679671527742,1.7611927832271932,"[0.86407365 0.84614442 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
56,3.4436995421584577,3.979662840697248,0.027093914389848588,-0.0024241045596046706,0.0037357640131790077,-0.17585464105278956,1.7678677231859146,"[0.86407365 0.84614442 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
57,3.451006281750081,3.9782754733909806,0.027084627122963202,0.00017244589079526415,0.003579365978303466,-0.18330602500847756,1.7746380582960066,"[0.86407365 0.84614442 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
58,3.4584047182098976,3.9768716278536727,0.026743155225636882,0.0004406467996589431,0.0008289502219944142,-0.19088817414636633,1.7814982424879584,"[0.84744084 0.8473572  1.         1.         1.         1.
 1.         1.         1.         1.        ]"
59,3.465768988502329,3.9753115355192152,0.026923988306854864,0.004755074877905345,-0.0015907294141232773,-0.19821226583819132,1.7884253344479129,"[0.84744084 0.8473572  1.         1.         1.         1.
 1.         1.         1.         1.        ]"
60,3.4731180434377085,3.973763057316097,0.026722547604583036,0.006644750120879727,-0.003251512344375609,-0.20617025522228105,1.7953381387446061,"[0.84744084 0.8473572  1.         1.         1.         1.
 1.         1.         1.         1.        ]"
61,3.4804917750496576,3.972351754700609,0.026720826097668047,0.0014988541055969953,-0.004735411369235298,-0.2144536740496897,1.8021977727365561,"[0.84744084 0.8473572  1.         1.         1.         1.
 1.         1.         1.         1.        ]"
62,3.4878338680523133,3.970774743132603,0.027223993564001236,0.0007745486091608938,-0.00643170841688654,-0.22257146925350027,1.8091307991124543,"[0.83374811 0.85286385 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
63,3.4951826682429843,3.9691827600207805,0.027318528985598157,-0.002088498117258223,-0.008023690250931192,-0.230772482154943,1.8160824303022662,"[0.83374811 0.85286385 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
64,3.502285773474155,3.9674834953696085,0.027876417388085543,-0.0007518293471319451,-0.009276363044704477,-0.2388990277998913,1.8228968367729979,"[0.83374811 0.85286385 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
65,3.5093928297315546,3.9657520890161018,0.027964696800871186,-0.0009386717640886903,-0.010543135487828023,-0.2472255883000531,1.8297364443601125,"[0.83374811 0.85286385 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
66,3.5164983192712724,3.9640128732943913,0.027630556903668977,-0.0034790049253048154,-0.011513223018895615,-0.25552880151110546,1.8365828266245814,"[0.82379343 0.86484165 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
67,3.5235689281029368,3.962110299695706,0.027812542535386092,-0.00158021666176644,-0.012524467707697362,-0.26373841647596197,1.8434959475622585,"[0.82379343 0.86484165 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
68,3.5306542143603576,3.9602023948110316,0.027686632063629854,-0.0022556162315170844,-0.013322932199270311,-0.27197444359234796,1.850427351639571,"[0.82379343 0.86484165 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
69,3.537686789810278,3.9581548189832074,0.028007438455255253,0.0008406829827313338,-0.014220164768956151,-0.27996551131902386,1.8573965771382674,"[0.82379343 0.86484165 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
70,3.544910852543289,3.956088035119523,0.02787587281778923,0.00012992303447351445,-0.015522335295281029,-0.2881191118157845,1.8645379408117846,"[0.82594802 0.88288676 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
71,3.5521378746649472,3.9539959803582008,0.027472575476158452,-0.00234486125357123,-0.016265362453952305,-0.296264639265217,1.8716987981713886,"[0.82594802 0.88288676 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
72,3.559225366105526,3.9517675296373045,0.027667880736644668,-0.00029117539642277906,-0.016517665586488765,-0.3038159777571104,1.8788227841469218,"[0.82594802 0.88288676 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
73,3.566324777490528,3.9495306122396507,0.02750411687549171,-0.0005227938717373202,-0.016315286807505783,-0.31144953307623846,1.8859637438727062,"[0.82594802 0.88288676 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
74,3.573367334846417,3.947147903364062,0.02773684929701542,0.0033190904493724696,-0.015938187510083763,-0.31889007251177826,1.8931408578741329,"[0.81650277 0.90556025 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
75,3.5805918266970735,3.944740265991914,0.027476402808781768,0.0035538603917861537,-0.01568838761518866,-0.326492427944503,1.900485103556565,"[0.81650277 0.90556025 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
76,3.587857279147916,3.942294079859115,0.026918593721302307,0.0022446845067098805,-0.01475300542971343,-0.33375271912657334,1.907886933873205,"[0.81650277 0.90556025 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
77,3.5950734829246493,3.939673461068914,0.02695740861177801,0.005825737761393059,-0.013340022144243888,-0.34100118420449155,1.9153463877562584,"[0.81650277 0.90556025 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
78,3.6023424404885755,3.9371942628266443,0.02715836750909777,0.002191533353709043,-0.011971974258920852,-0.34844427132642003,1.9227733437822265,"[0.8197603  0.93397281 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
79,3.609533883699007,3.934564143691668,0.027806576070758832,0.002974060255137215,-0.010978789698414542,-0.35566594321031286,1.9302209424526193,"[0.8197603  0.93397281 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
80,3.6168391757192024,3.9319244010208303,0.027819305366266193,0.00030438099557578716,-0.01036211362526995,-0.3621779471944098,1.9377704728050384,"[0.8197603  0.93397281 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
81,3.6241390968586096,3.9292495511582475,0.027507162898385437,-0.003284758228976717,-0.009276449734466216,-0.3686059217686806,1.9453365594774377,"[0.8197603  0.93397281 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
82,3.631254248455893,3.926438226156062,0.027655237263572184,-0.0013129189753766312,-0.007630028658605836,-0.3750237597558019,1.9528249551263788,"[0.82227014 0.96493651 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
83,3.638381397813441,3.923625480516815,0.027428763532126584,-0.001637019414908078,-0.005505804742813399,-0.3814782244306003,1.960325409439408,"[0.82227014 0.96493651 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
84,3.6455503498324133,3.92062605812863,0.027569178589531552,0.0023360541658409783,-0.00353030827857306,-0.38692827800257773,1.967964445874091,"[0.82227014 0.96493651 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
85,3.6528491111549948,3.9175834628624577,0.027282755840696588,0.00411401819298521,-0.0013776173942126482,-0.39254546817900066,1.9757367598226958,"[0.82227014 0.96493651 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
86,3.6602044643525278,3.9146887604496436,0.02715328469495546,-0.0012500532679548635,0.001027192283299224,-0.3981933749566419,1.9834765816995155,"[0.83107542 0.99988225 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
87,3.6673948506952665,3.9116630029683757,0.027498135457602213,-0.0012616933837347757,0.0037503459700041525,-0.40379561227656063,1.9911511763883987,"[0.83107542 0.99988225 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
88,3.674729110972502,3.9085705860319613,0.027379446157163517,-0.002980862278593835,0.0062834996663888075,-0.40823533115368515,1.9989836819777602,"[0.83107542 0.99988225 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
89,3.6819552356905554,3.905340838753348,0.027532971535426116,0.00032888482521471697,0.007367951533107131,-0.41254358678018216,2.0068014585823124,"[0.83107542 0.99988225 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
90,3.689189782342239,3.9021095555132286,0.027256894007479385,0.0020306203008981427,0.005109605418722901,-0.41701793001050536,2.0146278933998656,"[0.84274361 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
91,3.6964812773306925,3.89902874924831,0.027166758349470386,-0.003113283098249122,0.0031493887658419688,-0.4215169760017408,2.0224209302999507,"[0.84274361 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
92,3.703671359439202,3.8958013986810838,0.0274985477869155,-0.0030142694785187103,0.0013030804452588555,-0.4256490896998525,2.0302095094172103,"[0.84274361 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
93,3.710867824962663,3.89255611238324,0.0273134613427661,-0.0039174734052384325,-0.00016948845907626206,-0.429753919462572,2.0380139054266033,"[0.84274361 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
94,3.7179939470286136,3.889166967125578,0.02744127752098375,1.4975155330107829e-05,-0.001408202766160796,-0.4337665972626119,2.045838026079274,"[0.85586106 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
95,3.725216657407277,3.8857387072613383,0.02717081719686554,0.0023175236095777916,-0.002338539997400472,-0.43796334004921417,2.0537650166197623,"[0.85586106 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
96,3.732541427433181,3.882442950601314,0.027079156378900904,-0.0023173006158327294,-0.003080145459711722,-0.4417501060167096,2.0617064670881016,"[0.85586106 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
97,3.7397380643954263,3.879014220855815,0.027361614349004124,-0.0015490053048015583,-0.0035359902313917327,-0.4455142095056691,2.0696129226862303,"[0.85586106 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
98,3.7469438564422015,3.8755771626318607,0.02714256409711449,-0.0020220714738272976,-0.0035157166070332478,-0.4492773741952282,2.077532082726081,"[0.87131575 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
99,3.7540717070438863,3.8719933213479023,0.027188548151513756,0.0025980499558479453,-0.0031352420693005465,-0.4530027704645203,2.085465564456913,"[0.87131575 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
100,3.7613893181010463,3.868503365922391,0.02748444705029264,0.00016994510481667502,-0.0032545973295629864,-0.4564752437903551,2.0935082906091935,"[0.87131575 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
101,3.7687123216994807,3.8650022022823034,0.027234692947307206,-0.003179495158511547,-0.0029293468077816105,-0.45977807213205535,2.101562104187166,"[0.87131575 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
102,3.775911283017037,3.861367872689645,0.027318434369130527,-0.0010693356943267775,-0.0021163460543692433,-0.4631268612024039,2.1095838467552133,"[0.88873009 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
103,3.783117486477416,3.857729261466914,0.026884162837678346,-0.00017658634206189794,-0.0005975098993673582,-0.4665534679100208,2.1176143205717275,"[0.88873009 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
104,3.7903609767835986,3.8540724229755945,0.02751101645958942,0.0001564607171131137,0.0003413905465147393,-0.46945851492228946,2.1256863453893065,"[0.88873009 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
105,3.797680125887105,3.850374338793487,0.027554169552603557,-0.0004673044233332234,0.001231468671027983,-0.4723861903881246,2.133844651307585,"[0.88873009 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
106,3.8049460364363403,3.846698766251285,0.02707532150277688,-0.002002095390819324,0.0030203587648856924,-0.47521786412968997,2.1419462948948005,"[0.9073136 1.        1.        1.        1.        1.        1.
 1.        1.        1.       ]"
107,3.8120411835207464,3.842916611436098,0.026848511196370023,0.0019346986861431474,0.0012179073695861554,-0.4782147827637854,2.1499616784644764,"[0.9073136 1.        1.        1.        1.        1.        1.
 1.        1.        1.       ]"
108,3.819332190716301,3.8392267254196546,0.02688150321044663,-0.0010503806853020023,-0.000726645027273172,-0.48066537785725855,2.158092726264688,"[0.9073136 1.        1.        1.        1.        1.        1.
 1.        1.        1.       ]"
109,3.8264977815459313,3.8354072544166016,0.02718845167593131,0.001580063066283509,-0.0024671809845685706,-0.483000184069973,2.1661879902394636,"[0.9073136 1.        1.        1.        1.        1.        1.
 1.        1.        1.       ]"
110,3.8337241584287622,3.8315583820507086,0.026992714148439036,0.003266471262895036,-0.003893312520484505,-0.4854896131769083,2.1743505015892057,"[0.92710104 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
111,3.841021033566938,3.827860213937923,0.026948570677530828,-0.0017161671736468642,-0.005002979462651301,-0.48791108686200246,2.182491723719824,"[0.92710104 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
112,3.8482683670407893,3.823986733586802,0.027230622004901187,-0.000881988810485593,-0.006150324045122132,-0.4898009447797807,2.190685545527579,"[0.92710104 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
113,3.855524855346627,3.820107004347352,0.02693880557583811,-0.0007238726391388968,-0.0067569995169836925,-0.4917199540371882,2.1988906225638645,"[0.92710104 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
114,3.862749440551065,3.8162430385705233,0.027672454345854188,-0.0008299666484520201,-0.007836481585452925,-0.49365976513025933,2.2070604935085156,"[0.94668374 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
115,3.8699973736066005,3.8123634967680715,0.027806697908864746,-0.0015564351064183057,-0.008865676817303544,-0.49558329912442955,2.21525859463507,"[0.94668374 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
116,3.8772978497353128,3.8084281610501036,0.027265064359565255,-0.002087763389311678,-0.00953380964119432,-0.4969064685068152,2.223531125034967,"[0.94668374 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
117,3.88458751930782,3.8045205642949917,0.02787457414050932,-0.0034844830115455666,-0.010574365231843139,-0.4984099592099701,2.2317798276542353,"[0.94668374 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
118,3.891873053063048,3.800551968685906,0.02761524451714129,-0.003469492780366017,-0.011469521527868544,-0.4998084640991009,2.2400578628083148,"[0.96709533 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
119,3.899083384356896,3.7964611052986186,0.027659044724258185,0.0013710772216155589,-0.012207447004982419,-0.5011590364326651,2.2483379576477076,"[0.96709533 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
120,3.906462573748678,3.792509996828102,0.028024554229714574,-0.0015492893444312298,-0.013430349202945216,-0.5021351664348119,2.2566859889812987,"[0.96709533 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
121,3.913818236968113,3.7885244346203804,0.027592071745262202,-0.0033116420731602375,-0.014270692468155502,-0.5029095356750787,2.2650327347885297,"[0.96709533 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
122,3.9211067854259927,3.7843897097486674,0.027472355319473576,0.0005893226752179899,-0.014779902726429033,-0.5038197347855715,2.273402660941242,"[0.98722823 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
123,3.9285023830220323,3.7804221264157016,0.0276470438057339,-0.0029047260334183005,-0.01527067749903187,-0.5047193059366011,2.2817737905099307,"[0.98722823 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
124,3.935845768248355,3.776260477733645,0.02792459075291642,0.0004213316319968028,-0.01606816774948318,-0.5049833790102681,2.2902046320802323,"[0.98722823 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
125,3.9432234060734035,3.77211256991317,0.02755938384921347,0.0025882321386574737,-0.01648072284522676,-0.5054180307219484,2.2986571616656453,"[0.98722823 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
126,3.9506934743785087,3.768125827989583,0.027399910980268997,-0.002044893822599572,-0.01653094759509795,-0.5056569107369183,2.307101863084777,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
127,3.958076109585018,3.763963883324165,0.027518441834581946,0.00028741083953365303,-0.016383270263190256,-0.5060028243749468,2.31556630927613,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
