steps,x,y,z,roll,pitch,yaw,distance_to_obj,lidar
0,3.001453,-16.000453,0.22684443089443038,1.3322675497850833e-19,2.7490911028938743e-21,-2.3613291368929e-24,20.100346621797794,[1. 1.]
1,3.001453460584118,-16.000453000050744,0.22390302549249727,-4.0259708907950955e-07,-0.0013346805693284294,5.222902327252751e-07,20.10034666771006,[1. 1.]
2,3.001453923370763,-16.000453000101444,0.21998214471536787,-8.081377829626268e-07,-0.0026766221324730933,1.0479872950648987e-06,20.100346713841606,[1. 1.]
3,3.001454388352451,-16.000453000152103,0.21508244923858802,-1.2166631727917104e-06,-0.0040258198897775935,1.577117067991311e-06,20.10034676019169,[1. 1.]
4,3.001454855521647,-16.000453000202718,0.20920467596452047,-1.628214851948123e-06,-0.005382269037582494,2.1097057853996776e-06,20.100346806759557,[1. 1.]
5,3.001455324870765,-16.000453000253295,0.20234963780080728,-2.042834915579578e-06,-0.0067459647675023725,2.645780035252608e-06,20.10034685354446,[1. 1.]
6,3.001455796392167,-16.000453000303832,0.1945182234153066,-2.4605659603236043e-06,-0.008116902266474588,3.1853667610340025e-06,20.10034690054563,[1. 1.]
7,3.001456270078163,-16.000453000354334,0.18571139696766123,-2.881451083994074e-06,-0.00949507671680859,3.7284932632109927e-06,20.100346947762315,[1. 1.]
8,3.001456745921012,-16.000453000404804,0.17593019781767244,-3.305533885475677e-06,-0.01088048329703366,4.275187201018754e-06,20.100346995193746,[1. 1.]
9,3.0014572239132202,-16.000453000455238,0.16517574021081782,-3.7328587318317387e-06,-0.012273118055442804,4.825476938868334e-06,20.100347042839168,[1. 1.]
10,3.0014577040469406,-16.000453000505644,0.15344921294051428,-4.163470224276693e-06,-0.013672976161000897,5.37939085818602e-06,20.100347090697813,[1. 1.]
11,3.001458186314273,-16.00045300055602,0.14075187898824496,-4.597413463428119e-06,-0.015080052777466163,5.936957703049345e-06,20.100347138768893,[1. 1.]
12,3.001458670707245,-16.00045300060637,0.12708507514117284,-5.034734031262682e-06,-0.0164943430064075,6.498206559074385e-06,20.10034718705161,[1. 1.]
13,3.001459157217779,-16.000453000656695,0.11245021158764004,-5.4754779617692045e-06,-0.01791584179435452,7.063166818039591e-06,20.10034723554517,[1. 1.]
14,3.0014596458377967,-16.000453000706994,0.09684877149088798,-5.919691833199731e-06,-0.019344544235121747,7.631868299013403e-06,20.100347284248762,[1. 1.]
15,3.0014601365591855,-16.000453000757272,0.08028231054113448,-6.36742273889449e-06,-0.020780445475486898,8.204341212761807e-06,20.100347333161587,[1. 1.]
16,3.0014606293737933,-16.000453000807532,0.06275245648637665,-6.81871828175217e-06,-0.022223540698748996,8.780616156872683e-06,20.100347382282834,[1. 1.]
17,3.0014611242731832,-16.000453000857775,0.0442609086420825,-7.273626351377206e-06,-0.02367382440934275,9.3607238322619e-06,20.100347431611663,[1. 1.]
18,3.001461621249095,-16.000453000908003,0.024809437380569888,-7.732195541165433e-06,-0.025131291782317253,9.944695581643592e-06,20.10034748114726,[1. 1.]
19,3.0055943673631136,-16.000443782782835,0.02529309992781527,-0.00032695695765517125,-0.02743966983355889,-0.0004139644078245902,20.100750241586884,[1. 1.]
20,3.009624996778012,-16.00043564203887,0.02516685549888264,-0.0007319869278251406,-0.02520154973522392,-0.0007655660155776776,20.10114470618561,[1. 1.]
21,3.013997837282148,-16.00042919634738,0.02528904298077485,-0.0010902322174576166,-0.023805895855116707,-0.0007781028839708767,20.101575941370413,[1. 1.]
22,3.0183728774835767,-16.000423626815245,0.025633503061557202,-0.0014107744933261035,-0.022393100018807656,-0.0007911008619112028,20.102009211136853,[1. 1.]
23,3.0227385236619773,-16.000508035276056,0.02572150553717208,0.0015038932550814372,-0.020892333176450017,-0.0008768206248288364,20.10253199983147,[1. 1.]
24,3.0271196262480204,-16.00049607057585,0.025651753528729875,0.0009561891979944837,-0.019191709526376027,-0.0008429407432150095,20.10296139995896,[1. 1.]
25,3.0315096620492192,-16.00048596380675,0.025821997489973037,0.0004633192129855993,-0.017352235524936123,-0.0008345981071789383,20.10339449683635,[1. 1.]
26,3.0358920593854797,-16.000477454450834,0.026206595786471044,2.3150200872257376e-05,-0.015548018930160366,-0.0008497973748632005,20.103829358693456,[1. 1.]
27,3.0402648987254923,-16.000557862765902,0.0264047020956807,0.0027939897282947264,-0.013741457619071775,-0.0008455203585772536,20.10435265505503,[1. 1.]
28,3.044656739731938,-16.000543400491615,0.02637315808017464,0.002142395717479085,-0.011826942226737637,-0.0009796265277468186,20.104784442969788,[1. 1.]
29,3.0490507739599497,-16.0005313526565,0.02657622891608891,0.0015423552223267033,-0.009846251144330903,-0.001144093337333885,20.10521980638017,[1. 1.]
30,3.0534304661276606,-16.000521462473976,0.026988238446122276,0.0009922899778236384,-0.007970604874058998,-0.0013352831673494156,20.10565680225601,[1. 1.]
31,3.057817017549262,-16.000511202871365,0.02676503628745235,0.00040295540011818726,-0.00600661011130821,-0.0014650294058762769,20.10609507721224,[1. 1.]
32,3.0622181843217797,-16.000503114425424,0.02679509993284759,-0.00014180029681712408,-0.0038764504748675125,-0.0017465047037789603,20.106537958333067,[1. 1.]
33,3.0666075783716233,-16.000496817995618,0.02706265847430959,-0.0006506633846293132,-0.001738115816177598,-0.0020652286435540656,20.106982365577284,[1. 1.]
34,3.070990905534489,-16.00057991381819,0.02708226986573203,0.002031937026094075,0.00045311164457439583,-0.0023480736553677054,20.107516013168663,[1. 1.]
