steps,x,y,roll,distance_to_obj,laser
57,1.243537187576294,1.0044126510620117,-0.035453226417303085,8.031292115287377,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9257901310920715, 0.8562766909599304]"
58,1.2478079795837402,1.0045652389526367,-0.03601682186126709,8.030739060244855,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9242952466011047, 0.8561579585075378]"
59,1.252078652381897,1.004720687866211,-0.03658458963036537,8.030185403915493,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9428093433380127, 0.8560633659362793]"
60,1.2563492059707642,1.004878044128418,-0.03710472211241722,8.029632095726438,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9411578178405762, 0.8559921383857727]"
61,1.2606197595596313,1.0050373077392578,-0.03762931004166603,8.029079124693865,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9395245909690857, 0.8559440970420837]"
62,1.264890193939209,1.0051994323730469,-0.038158245384693146,8.028525552247746,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9379105567932129, 0.8559201955795288]"
63,1.269160509109497,1.0053634643554688,-0.03869141638278961,8.027972327960995,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.93631511926651, 0.855919599533081]"
64,1.2734308242797852,1.0055303573608398,-0.039228715002536774,8.027418491282603,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9347391128540039, 0.8559432029724121]"
65,1.2777010202407837,1.0056991577148438,-0.03977002575993538,8.026865002796693,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9331818222999573, 0.8559900522232056]"
66,1.2819710969924927,1.0058698654174805,-0.04031524434685707,8.026311862505375,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9316432476043701, 0.8560601472854614]"
67,1.286241054534912,1.0060434341430664,-0.040864262729883194,8.02575812051663,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9301245212554932, 0.8584149479866028]"
68,1.290510892868042,1.0062189102172852,-0.04141111671924591,8.025204726641348,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9286247491836548, 0.8582834601402283]"
69,1.2947807312011719,1.0063972473144531,-0.041962191462516785,8.0246507204256,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9474278688430786, 0.858176052570343]"
70,1.2990504503250122,1.006577491760254,-0.04246491566300392,8.024097062375514,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9457728266716003, 0.8580917716026306]"
71,1.303320050239563,1.0067596435546875,-0.0429721400141716,8.023543752501396,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9441359639167786, 0.8580307364463806]"
72,1.3075895309448242,1.0069446563720703,-0.04348375275731087,8.022989840698804,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9425183534622192, 0.8579938411712646]"
73,1.311858892440796,1.007131576538086,-0.04399964585900307,8.02243627701008,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9409191012382507, 0.8579801321029663]"
74,1.3161282539367676,1.0073204040527344,-0.044519707560539246,8.021883051287604,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9393383264541626, 0.8579896092414856]"
75,1.3203974962234497,1.007512092590332,-0.045043833553791046,8.021329223590634,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.937777042388916, 0.8580232858657837]"
76,1.3246666193008423,1.0077056884765625,-0.045571912080049515,8.020775744097104,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9362344145774841, 0.8580800890922546]"
77,1.3289356231689453,1.0079011917114258,-0.0461038313806057,8.02022261282686,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9347106218338013, 0.86083984375]"
78,1.3332045078277588,1.0080995559692383,-0.0466325581073761,8.019668879428895,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9332065582275391, 0.8606957197189331]"
79,1.3374732732772827,1.0082998275756836,-0.04716554284095764,8.019115494214356,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9317215085029602, 0.8605747222900391]"
80,1.341741919517517,1.0085020065307617,-0.04770268127322197,8.01856245720786,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9506319165229797, 0.8604767918586731]"
81,1.3460105657577515,1.008707046508789,-0.048191167414188385,8.01800880821534,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9489920139312744, 0.8604029417037964]"
82,1.3502790927886963,1.0089139938354492,-0.04868408665060997,8.017455507527709,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9473704099655151, 0.8603522777557373]"
83,1.3545475006103516,1.0091228485107422,-0.04918133094906807,8.016902555174374,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9457671046257019, 0.8603247404098511]"
84,1.3588157892227173,1.009333610534668,-0.04968279227614403,8.016349951186077,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9441822171211243, 0.8603203296661377]"
85,1.3630839586257935,1.009547233581543,-0.05018836632370949,8.01579674493585,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9426166415214539, 0.8603399991989136]"
86,1.36735200881958,1.0097627639770508,-0.0506979376077652,8.015243887036268,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9410696625709534, 0.8603827953338623]"
87,1.3716199398040771,1.0099802017211914,-0.0512113980948925,8.014691377522853,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9395414590835571, 0.8604487776756287]"
88,1.3758877515792847,1.0102005004882812,-0.051728639751672745,8.014138265654422,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9380328059196472, 0.8633875846862793]"
89,1.3801554441452026,1.010422706604004,-0.05224218592047691,8.013585502168908,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9365430474281311, 0.8632532358169556]"
90,1.384423017501831,1.0106468200683594,-0.05275993049144745,8.013033087106615,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9557289481163025, 0.8631418943405151]"
91,1.38869047164917,1.0108728408813477,-0.05322834476828575,8.012481020509178,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9540849924087524, 0.8630536198616028]"
92,1.3929579257965088,1.0111007690429688,-0.053701240569353104,8.0119292933874,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9524591565132141, 0.8629884123802185]"
93,1.397225260734558,1.011331558227539,-0.05417850613594055,8.011376963972408,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9508523344993591, 0.8629472255706787]"
94,1.4014924764633179,1.0115642547607422,-0.05466003715991974,8.010824983205307,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9492638111114502, 0.862929105758667]"
95,1.405759572982788,1.0117988586425781,-0.05514572188258171,8.01027335113388,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9476937651634216, 0.8629340529441833]"
96,1.4100265502929688,1.0120353698730469,-0.05563545599579811,8.00972206780725,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9461420774459839, 0.8629620671272278]"
97,1.4142934083938599,1.0122737884521484,-0.056129127740859985,8.009171133275869,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9446090459823608, 0.8630131483078003]"
98,1.4185601472854614,1.0125150680541992,-0.05662663280963898,8.008619596433952,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9430955648422241, 0.8663517236709595]"
99,1.4228267669677734,1.0127582550048828,-0.05711941793560982,8.008068408419193,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9416007995605469, 0.8662033081054688]"
100,1.427093267440796,1.0130033493041992,-0.0576164536178112,8.00751756928685,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9401249289512634, 0.8660778403282166]"
101,1.4313596487045288,1.0132503509521484,-0.05811763182282448,8.00696707909352,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9594069123268127, 0.8659753799438477]"
102,1.4356259107589722,1.0134992599487305,-0.05856920778751373,8.006416937897134,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9577773809432983, 0.8658958673477173]"
103,1.439892053604126,1.0137500762939453,-0.059025201946496964,8.005867145756964,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9561659693717957, 0.8658393621444702]"
