steps,x,y,roll,distance_to_obj,lidar,,,
0,1.00421608872019,0.99954684758677,0.027134726084967,1.33494134657077E-07,-0.01068056768482,3.0885849358148E-06,8.00045426331298,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455111 0.85      ]"
1,1.00694723529206,0.999491189991136,0.02706519806088,0.003507286928769,-0.018242595312316,0.008930673488318,8.00051182632134,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455195 0.84999984]"
2,1.00971602024271,0.999536718492172,0.027578946178904,0.00307451831454,-0.025461048913205,0.029420426655405,8.00046918122958,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90725302 0.84976816]"
3,1.01229686039147,0.999636774938749,0.027691625791436,0.004163980283057,-0.031373077628219,0.057120300520993,8.00037267542506,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.91445967 0.85010963]"
4,1.01460253150047,0.999914371571692,0.026857493365725,0.003257692491718,-0.024863953704087,0.08590333220412,8.00009895539495,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.92494125 0.85107947]"
5,1.01681138125375,1.00016844246862,0.026841184719725,0.001075911376194,-0.018090048130949,0.121174064519876,7.99984922179253,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9372172  0.85310028]"
6,1.01870723843791,1.00030018292977,0.026566315045138,0.002451281274539,-0.009973707373807,0.160508230615753,7.9997216904092,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.95378297 0.85654604]"
7,1.0203710018433,1.00058527055175,0.026816113978293,0.000729330754473,-0.001058373902072,0.20617708593273,7.99944066741105,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.97404765 0.86137137]"
8,1.02160367691612,1.00085928457598,0.026779331093387,0.002643292193362,0.009653725547536,0.257125393698994,7.99916988843283,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.86908687]"
9,1.02277571097589,1.0011835231764,0.027254978294537,0.001369424407543,0.012616378147722,0.309173910743314,7.99884890236809,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.87984447]"
10,1.02368737579437,1.00156705504347,0.027452320466976,0.003154518962919,0.013401326483753,0.362412487950563,7.99846801998596,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.89368274]"
11,1.02448278845446,1.00199399707229,0.027295645565592,0.006978839505817,0.011441689286086,0.415963099303426,7.99804347511303,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.91072225]"
12,1.02522354070588,1.00245835066559,0.026961681594988,0.002105867091088,0.008359507623133,0.46988025963761,7.9975814256464,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.93111305]"
13,1.02597264392837,1.00288072118508,0.026656062544796,0.00200269288119,0.005385960478564,0.524022261054788,7.99716145503053,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.95590226]"
14,1.02667191838522,1.00336980674435,0.026874819711674,-0.001505885504883,0.002304460609807,0.577565898586142,7.99667467382025,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.98473319]"
15,1.02825849318816,1.00449007495347,0.026866087924063,-0.002132165819538,-0.004101002193217,0.630961173364887,7.99555986182049,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
16,1.02984541492654,1.00572597097233,0.026569964572383,-0.000109425366025,-0.010174928399,0.684686575502789,7.99432974050848,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
17,1.03136437554051,1.00707318127314,0.026883334303133,-0.001771013522779,-0.016036607370609,0.738204065133811,7.99298835565123,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
18,1.03282448852125,1.00850682226562,0.026890669272904,-0.000699177327681,-0.021445394851549,0.791772414396414,7.99156058957334,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
19,1.0342124382305,1.01002280948867,0.026605751473142,0.002971393391586,-0.025985423188906,0.845107914498594,7.99005043762685,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
20,1.03477743150523,1.01081044896559,0.026929920305824,0.002922461284824,-0.026245990224905,0.898705741898752,7.98926524482067,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
21,1.0353140072799,1.01164788840189,0.026988304344668,0.005808976986101,-0.025685543207628,0.952143335934405,7.98843016730973,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
22,1.03580527888349,1.01253845813262,0.027543798301701,0.00518546991649,-0.024419026815375,1.00589892303053,7.98754179336836,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
23,1.03625703804137,1.01346347584603,0.027045471604233,0.002113674438142,-0.022963191629554,1.05922095641388,7.98661882303475,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
24,1.03675971967392,1.01432018275219,0.026567793347605,0.003960151153357,-0.021024661955339,1.11209237286842,7.98576442305867,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
25,1.03714212366805,1.01528155119197,0.026642115191457,0.002464229044331,-0.018880435434345,1.16563623321871,7.98480483443934,"[0.98743716 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
26,1.03748453361777,1.01626685089081,0.026468509341602,0.004185890607382,-0.016242705727367,1.21874785926036,7.98382114569493,"[0.96388952 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
27,1.03774770505161,1.01728346493513,0.026816605593597,0.002566484112391,-0.013240077801913,1.27276736940074,7.98280578295845,"[0.94437159 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
28,1.03797091763787,1.01833595424802,0.026892804095118,0.004184495886063,-0.009698693417381,1.3263953139346,7.98175436416306,"[0.92769814 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
29,1.03821390531839,1.01930536916338,0.027463005461947,0.002540374944217,-0.005471491070642,1.3805251924044,7.98078612000247,"[0.91444837 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
30,1.03830155401333,1.02037428491458,0.027683164319585,0.003755324148222,-0.000764935266613,1.43470839035748,7.97971763672702,"[0.90388784 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
31,1.03837377700522,1.02145615638636,0.026932423804534,0.003138812431703,0.004225799751899,1.48792242219145,7.97863612475382,"[0.89614672 1.         1.         1.         1.         1.
 1.         1.         1.         1.        ]"
32,1.0383724681216,1.02244369109237,0.02697821638304,0.000884723048114,0.004392583396,1.54115378684451,7.97764859517525,"[0.89105761 0.9778055  1.         1.         1.         1.
 1.         1.         1.         1.        ]"
33,1.03838875564926,1.02332593852979,0.026790043229829,0.001708212246512,0.002683038152994,1.59424074782609,7.97676643631314,"[0.88832332 0.95564734 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
34,1.03833576915502,1.02427601776719,0.027123173861904,-0.000855894440276,0.000836251502914,1.64738344118394,7.97581611322379,"[0.88830608 0.93731595 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
35,1.03809658317438,1.02620056303151,0.027202962712523,-0.000440450658267,-0.003836179420342,1.70042880533195,7.97389044385792,"[0.89055553 0.92195903 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
36,1.03775930812942,1.02838991561486,0.026997849904955,0.002779524851688,-0.008598340182732,1.75241435744028,7.9716995115735,"[0.89535084 0.90965125 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
37,1.03747135566343,1.02986994326756,0.027403431123839,0.00243474674018,-0.010369377868496,1.80180020697346,7.97021814153948,"[0.90266661 0.90041562 1.         1.         1.         1.
 1.         1.         1.         1.        ]"
38,1.03717702674059,1.03126987900527,0.027090144972753,0.001718438668295,-0.011820390861955,1.85243988208285,7.96881684270419,"[0.91185444 0.89385838 0.99414702 1.         1.         1.
 1.         1.         1.         1.        ]"
39,1.03668587299559,1.03267161385681,0.02737599449322,-0.001745302139118,-0.013594255332433,1.90148319534589,7.96741284645903,"[0.92382345 0.88945088 0.97038899 1.         1.         1.
 1.         1.         1.         1.        ]"
40,1.03575595421812,1.03513749398317,0.027485054205131,-0.00173980549806,-0.018725150117179,1.94991313818298,7.96494276363708,"[0.93767975 0.8870354  0.95033175 1.         1.         1.
 1.         1.         1.         1.        ]"
41,1.03460318785128,1.03781948037238,0.027346249627436,0.001302422238911,-0.023919510551847,1.9959187086763,7.96225571102479,"[0.95388994 0.88657724 0.93328659 1.         1.         1.
 1.         1.         1.         1.        ]"
42,1.03337660100649,1.0403839832415,0.027561217487569,-0.000999512218434,-0.028892236669768,2.03514371829764,7.95968599454358,"[0.97192579 0.88801412 0.91953512 1.         1.         1.
 1.         1.         1.         1.        ]"
43,1.03159538189968,1.0435764976793,0.027552304253994,-8.1906180837675E-05,-0.0288397042896,2.07247770923467,7.95648623554636,"[0.98899536 0.89024247 0.90911853 1.         1.         1.
 1.         1.         1.         1.        ]"
44,1.02942596514343,1.04739875793105,0.027137323703958,0.003065825437348,-0.025732032991455,2.10781843047979,7.95265568239825,"[1.         0.89309911 0.90008586 1.         1.         1.
 1.         1.         1.         1.        ]"
45,1.0270944962897,1.05119997033739,0.027271466591618,0.002267168738137,-0.022437812663,2.13729224167244,7.9488462070475,"[1.         0.8965309  0.89233534 1.         1.         1.
 1.         1.         1.         1.        ]"
46,1.02467919307293,1.05495038204607,0.027067820155875,0.004090715698905,-0.018658003710012,2.16683174138864,7.94508794755103,"[1.         0.89950763 0.88602468 0.99066407 1.         1.
 1.         1.         1.         1.        ]"
47,1.02191511309287,1.05901460613572,0.027314630419987,0.00210664123383,-0.016572546598339,2.19290226980665,7.94101563389393,"[1.         0.90336771 0.88055924 0.97338782 1.         1.
 1.         1.         1.         1.        ]"
48,1.0190574966884,1.06304921908901,0.027283432789319,0.003166866508786,-0.014710703337486,2.21875507487319,7.93697366045671,"[1.         0.90665142 0.87561049 0.95839457 1.         1.
 1.         1.         1.         1.        ]"
49,1.01611446748209,1.06686164298395,0.027705261680767,0.000562544903044,-0.012831068749576,2.24523296431659,7.93315472353979,"[1.         0.91062496 0.87135735 0.94455382 1.         1.
 1.         1.         1.         1.        ]"
50,1.01313283348215,1.07055348339201,0.027753684568361,0.000432137689572,-0.010615846034096,2.27247157099867,7.92945739196963,"[1.         0.91517161 0.86740979 0.93112263 1.         1.
 1.         1.         1.         1.        ]"
51,1.01030248069192,1.07388497234411,0.027463857261349,0.002791665512069,-0.006680999824579,2.30254854420675,7.9261217233109,"[1.         0.92078699 0.86414891 0.91843215 1.         1.
 1.         1.         1.         1.        ]"
52,1.00750796156231,1.07687829041773,0.027626133686753,0.001299902949704,-0.001478547825443,2.3349403040008,7.92312526685907,"[1.         0.9284771  0.86180286 0.90602069 1.         1.
 1.         1.         1.         1.        ]"
