steps,x,y,roll,distance_to_obj,lidar,,,
0,1.00421608872019,0.99954684758677,0.027134726084967,1.33494134657077E-07,-0.01068056768482,3.0885849358148E-06,8.00045426331298,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455111 0.85      ]"
1,1.00534663179108,0.999545955286263,0.027733214509825,3.87880088648774E-05,-0.009696520566553,1.20871526046404E-05,8.00045583126661,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455195 0.84999984]"
2,1.00544244095209,0.999548833115725,0.027670837739133,-0.00012028150332,-0.005105524005653,-3.92379476060777E-05,8.00045301803988,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455167 0.84999679]"
3,1.00445930652703,0.999557020249546,0.027038339364468,-0.000461188449201,0.002705229040804,-0.000149295454576,8.00044422251996,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90454729 0.85000855]"
4,1.00221816139946,0.999568259344606,0.027488682629662,-0.000846242876605,0.006154298112966,-0.000362438608273,8.00043204815379,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90454003 0.85003578]"
5,0.999389725042478,0.999585398754035,0.027324318776038,-0.001415360012753,0.004823189477802,-0.000691239816024,8.00041462452198,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90450495 0.85006875]"
6,0.995383635576223,0.999461374918852,0.02727002148444,0.004106190330393,0.00436952101146,0.000798862669743,8.00053995691765,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90444958 0.85011842]"
7,0.990106997434559,0.999473965761395,0.027447379445929,0.002872626985589,0.005703208189668,0.000216346551938,8.00053215080281,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90448858 0.84969411]"
8,0.984292687479084,0.999517543453304,0.026943271128777,0.001142543115316,0.001733747242408,-0.000598505391657,8.00049787558113,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9043793  0.84977164]"
9,0.976604247752035,0.999554056644979,0.02746760982958,-0.000110232629716,0.005112536887807,-0.001267482913277,8.00048015145148,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90425727 0.84990898]"
10,0.968326006946005,0.999602553991078,0.02739271019488,-0.001471453525076,0.010653129527456,-0.000703715142686,8.00046014526303,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9041503  0.85001532]"
11,0.959922553285014,0.999477103755905,0.027485902243622,0.00326138708396,0.010924157882367,-0.000145108192242,8.00062327666171,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90446688 0.85013853]"
12,0.951508944643252,0.999544495614157,0.02772910055638,0.000940244437606,0.012107375160215,0.000488906303955,8.00060245607213,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9042423  0.84975469]"
13,0.942971465812001,0.999611825466775,0.027321175316965,-0.00159818309617,0.008545419246085,0.000971291366355,8.00059142794598,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90465426 0.84994567]"
14,0.934457190943156,0.999482045869922,0.027151296533973,0.002752231127082,0.005266956520998,0.001622447433969,8.00078642348218,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90503452 0.85015361]"
15,0.925930998200675,0.99953630380774,0.027171134717668,0.000360414403476,0.002550835968834,0.002205081816203,8.00080655753643,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9048572  0.84978552]"
16,0.917441347090369,0.999412588622538,0.027417220103917,0.004214544587959,0.000551595577201,0.002682086269737,8.00101336445964,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90524426 0.84996863]"
17,0.908966452134459,0.999479916775511,0.027660102787981,0.000949076691275,-0.000616068825452,0.003365824287243,8.00103797696995,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90505117 0.84963967]"
18,0.900493748029751,0.999536348904427,0.027272113522762,-0.002127096721961,-0.0017200202285,0.003869970514196,8.00108243468861,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9055335  0.84988071]"
19,0.892042560910317,0.999405022237954,0.027127679302799,0.00146403952947,-0.002528878519156,0.004479092449926,8.00132331598006,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90594326 0.85010908]"
20,0.883590586768536,0.999451231294969,0.027168405068294,-0.001563066125705,-0.00275504869603,0.005097764903463,8.00139561276134,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90579314 0.8497795 ]"
