mean_squared_error
27.745895590380332
30.596858393871962
30.596858393871962
30.596858393871962
30.596858393871962
12.161776772289453
12.161776772289453
12.161776772289453
12.161776772289453
12.161776772289453
36.34367593734414
36.34367593734414
36.34367593734414
34.56724798183441
34.56724798183441
20.131881430134825
20.131881430134825
20.131881430134825
20.131881430134825
20.131881430134825
12.986916614197046
12.960871935673778
12.871207090894348
12.960871935673778
13.035242395418626
10.597077504906148
10.597077504906148
10.597077504906148
10.597077504906148
10.597077504906148
35.18686358546117
35.18686358546117
35.18686358546117
35.18686358546117
35.18686358546117
35.53917895947499
35.53917895947499
35.53917895947499
35.53917895947499
35.53917895947499
12.191882702333395
12.191882702333395
12.191882702333395
12.191882702333395
12.191882702333395
12.52237398117454
48.009902663438226
48.009902663438226
48.009902663438226
48.009902663438226
