steps,x,y,roll,distance_to_obj,lidar,,,
0,1.00421608872019,0.99954684758677,0.027134726084967,1.33494134657077E-07,-0.01068056768482,3.0885849358148E-06,8.00045426331298,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455111 0.85      ]"
1,1.00691671522232,0.999475366439869,0.027154356905162,0.004282024033956,-0.017648845806604,0.009246547332459,8.00052762342284,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455195 0.84999984]"
2,1.00977485131313,0.999561384549983,0.027342267679175,0.001561235662427,-0.025166945479208,0.028493486282573,8.00044458685278,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90730009 0.8497142 ]"
3,1.01225438862966,0.999595049177558,0.027749615783874,0.004758918560485,-0.030544809371747,0.056643910335916,8.00041433596941,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.91423869 0.85019416]"
4,1.01450802194616,0.999804645750174,0.027197736953329,0.0057956596163,-0.026329812921751,0.086584825414656,8.00020850908658,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.92467905 0.85098877]"
5,1.0167858405608,1.00012666454297,0.02697471955535,0.001986224824936,-0.022213895499608,0.122342761727679,7.99989094599418,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.93724538 0.85290646]"
6,1.0186058418625,1.00019095096153,0.0270517312188,0.005545803989449,-0.015670081879517,0.163318290742281,7.99983068561012,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.95421387 0.85654909]"
7,1.02032836857332,1.00048216407335,0.027238155650549,0.00301255293193,-0.008814738425897,0.20900152553619,7.99954366510224,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.97521846 0.86144727]"
8,1.0218446609175,1.00072279213586,0.026761091830128,0.001236605918091,-0.001253705050873,0.257630126745127,7.99930703482904,"[1.        1.        1.        1.        1.        1.        1.
 1.        1.        0.8692857]"
9,1.02283488967163,1.00097238995177,0.027292526769018,-3.10019748190008E-05,0.008183419494921,0.312511071219499,7.99906020345517,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.87974255]"
10,1.02376234565265,1.00099036735354,0.027169509057716,-0.00080089679828,0.006910078799889,0.367854531739861,7.9990449275049,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.89441895]"
11,1.02428020954222,1.00127468800116,0.027133686979665,0.004638178025152,0.006168597390866,0.430856405310822,7.99876216332167,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.91208891]"
12,1.02482368256703,1.00158851497004,0.027324579735426,0.003338458171902,0.005102079422493,0.486655667209937,7.99845000603713,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.93658277]"
13,1.02562702893388,1.00223305972821,0.02679925240107,0.001554498977848,0.000985934989725,0.538881197348156,7.99780799816527,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.96308803]"
14,1.02711804944621,1.00311204482929,0.027386055086863,0.000643024071685,-0.0056878778214,0.582972996337719,7.99693393471274,"[1.         1.         1.         1.         1.         1.
 1.         1.         1.         0.99248195]"
15,1.02860166857836,1.00407631997024,0.027393552220927,-0.000505383357488,-0.011842526315117,0.619888721233225,7.99597483439675,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
16,1.02990547193271,1.00492947369237,0.027112025065295,-0.003537198064659,-0.01611096131568,0.648692514391228,7.99512645665373,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
17,1.03121934464663,1.00585163194274,0.027169162491776,-0.001495253305426,-0.019684296729202,0.667067770874925,7.99420932788182,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
18,1.03222308273404,1.00669544228398,0.02709658396848,-0.003052435566499,-0.021859790067782,0.676720754723721,7.99336950725191,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
19,1.03383014442034,1.00789797852967,0.02737293259149,-4.02161429007561E-05,-0.02593371438216,0.679891653911674,7.99217362175407,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
20,1.03572727552324,1.00945377870245,0.027504868723748,-0.000598538911055,-0.031414902615165,0.679001809202349,7.99062609267314,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
21,1.03786668766352,1.01126181913641,0.027246617650666,-0.002841512899976,-0.02919673510358,0.677071560322869,7.98882792457206,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
