steps,x,y,roll,distance_to_obj,lidar,,,
0,1.00421608872019,0.99954684758677,0.027134726084967,1.33494134657077E-07,-0.01068056768482,3.0885849358148E-06,8.00045426331298,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455111 0.85      ]"
1,1.00808078784453,0.999550501919652,0.026688500451005,-0.000148212881373,-0.023980139816675,5.34717765936264E-05,8.00045357904577,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90455195 0.84999984]"
2,1.01303333188336,0.999560945770126,0.027346443496437,-0.000533294906969,-0.02885360493382,0.000305911879764,8.00044967037395,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.904581   0.85001155]"
3,1.0186569666744,0.999591846366614,0.027456914416866,-0.001623427607905,-0.029560125623347,0.000848574809993,8.00042990764428,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90469715 0.85004262]"
4,1.02495939611731,0.999647484969616,0.027003636802478,-0.003409518996197,-0.025970956881133,0.001669583821708,8.00039144893595,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9049723  0.85013326]"
5,1.03257507371978,0.999549765537036,0.026755085120132,0.000535735536454,-0.023972270771877,0.000618409608843,8.00051655142006,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90540965 0.85028992]"
6,1.04078922950707,0.999637004334329,0.02672832833451,-0.002443799791463,-0.023464347328609,-0.001835089263145,8.00046697534965,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90472464 0.84997176]"
7,1.04890780402996,0.999542141005693,0.026973650532195,0.000217579098203,-0.022472946006319,-0.004805014870033,8.000607347373,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.9041964  0.85023404]"
8,1.05717001417436,0.999453588614235,0.026704900642542,0.001799060190805,-0.021353978782652,-0.007273009326852,8.00075067048451,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90297855 0.85000588]"
9,1.06546321975037,0.99952862643069,0.026576862867383,-0.003384920014826,-0.019924994466712,-0.009140116766772,8.00073919287725,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90200424 0.84985   ]"
10,1.07383183470975,0.999427215321023,0.026753472565056,-0.002549753173742,-0.018478239525443,-0.01052670525855,8.00091344927331,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90179923 0.85023273]"
11,1.08225480566988,0.999324056471437,0.026306466428616,-0.002211430572486,-0.016499649247885,-0.011528677091228,8.00109876244585,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90120221 0.85009728]"
12,1.09067844398388,0.999223292564398,0.026876818061526,-0.002052245655487,-0.014731869039257,-0.012485856756295,8.00129055230764,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90075613 0.84998529]"
13,1.09914630251982,0.99911997160518,0.026781563670683,-0.002224722706956,-0.012721652822557,-0.013259263369311,8.00149431156896,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.90033867 0.84988621]"
14,1.10760619658048,0.998845628268187,0.026790898644785,0.003642020664193,-0.010400536011915,-0.013930851947877,8.00187792795077,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.89999654 0.84980145]"
15,1.11612186707595,0.998752601450856,0.027025879014572,0.002681784028335,-0.008094601013896,-0.014508353918081,8.00208999079632,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.8991548  0.84921334]"
16,1.1246520015788,0.998659142502554,0.026586890878483,0.001580694259231,-0.005180226124664,-0.014964331698152,8.00231176844264,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.89892844 0.84917722]"
17,1.13318807013388,0.998560373429136,0.027148475114288,0.000508946584101,-0.002532817392776,-0.015394327180005,8.002548041698,"[1.         1.         1.         1.         1.         1.
 1.         1.         0.89874784 0.84914688]"
